cap_shape,Cap_surface,bruises,category
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Smooth,Bruises,Edible
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Bell,Fiberous,NoBruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Fiberous,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Bell,Smooth,NoBruises,Edible
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Bell,Fiberous,NoBruises,Edible
Knobbed,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Bell,Smooth,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Fiberous,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Bell,Smooth,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Fiberous,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Bell,Fiberous,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Edible
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Fiberous,NoBruises,Edible
Knobbed,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Edible
Knobbed,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Bell,Fiberous,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Bell,Smooth,NoBruises,Edible
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Knobbed,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Knobbed,Scaly,NoBruises,Poisonous
Flat,Scaly,NoBruises,Poisonous
Convex,Scaly,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Fiberous,NoBruises,Edible
Convex,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Flat,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
Convex,Smooth,NoBruises,Poisonous
